ok 2
FIRMWARE_NAME:QD COMPILED:April 28 2021 FIRMWARE_URL:https://github.com/ PROTOCOL_VERSION:1.0 MACHINE_TYPE:Mendel EXTRUDER_COUNT:6
Cap:PROGRESS:0
Cap:AUTOREPORT_TEMP:1
Cap:EEPROM:0
Cap:AUTOLEVEL:1
Cap:Z_PROBE:1
Cap:SOFTWARE_POWER:1
Cap:TOGGLE_LIGHTS:0
Cap:PAUSESTOP:1
Cap:PREHEAT:1
PrinterMode:FFF
ok 3
T:26.71 /0 B:21.64 /0 B@:0 @:0 T0:26.71 /0 @0:0 T1:25.21 /0 @1:0 T2:0.00 /0 @2:0 T3:23.86 /0 @3:0 T4:0.00 /0 @4:0 T5:0.00 /0 @5:0
ok 4
X:0.00 Y:0.00 Z:0.000 E:0.0000
ok 5
DebugLevel:6
ok 6
SelectExtruder:0
FlowMultiply:100
ok 7
ok 8
GUI.INFO.TANK1V.NO
GUI.INFO.TANK2V.YES
GUI.INFO.SHEET_TCK.0
GUI.INFO.TANK1V.NO
GUI.INFO.TANK2V.YES
GUI.INFO.SHEET_TCK.0
GUI.INFO.LAZ_DIST.99
GUI.INFO.DOOR_CLOSED
ok 9
Data start
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
